Label	logFC	FDR
GLI2	0.8588237	1.39E-02
RMST	-2.8889786	1.39E-02
MYH10	1.4417753	1.39E-02
GUCA2B	-2.9516937	1.39E-02
C11orf1	-0.9510134	1.39E-02
PHYH	-0.8570194	1.39E-02
CCL18	1.905789	1.39E-02
RAB8B	0.5815541	1.40E-02
DPCR1	-6.2527903	1.40E-02
CTSC	0.8907371	1.40E-02
MUC5AC	-2.3917252	1.40E-02
PDE1C	-1.5337143	1.40E-02
P3H4	1.1793814	1.41E-02
RCC2	1.0127921	1.42E-02
LOC101927137///CCT3	0.9308686	1.42E-02
PIGN	-0.854614	1.43E-02
PNO1	0.7881021	1.43E-02
ANKRD9	-0.6905393	1.45E-02
PTPN5	-2.0751036	1.45E-02
ARSD	-1.1732638	1.45E-02
MTERF2	-0.8288414	1.46E-02
NBEAL1	-1.2362746	1.46E-02
TNFSF11	1.822478	1.46E-02
SACS	1.0961062	1.46E-02
CD9	-1.9054698	1.46E-02
CEBPB	1.1777098	1.46E-02
DCTN1-AS1	-1.018873	1.46E-02
FAIM	0.7277002	1.46E-02
GC	-4.1379195	1.47E-02
PRDM16	-1.3215068	1.47E-02
TECPR1	-0.779754	1.47E-02
LOC100131262	1.6061964	1.47E-02
FICD	-0.9666889	1.47E-02
CDHR2	-1.6731066	1.47E-02
LOC101927263	-1.5523587	1.47E-02
DNER	-3.3743002	1.47E-02
CAPN2	-0.9445367	1.47E-02
ATP11A	1.428481	1.48E-02
ST6GALNAC5	1.3063044	1.48E-02
ADH1C	-4.1947457	1.49E-02
C10orf25	1.6922753	1.49E-02
KDELC1	1.0740089	1.49E-02
CDS1	-1.357846	1.49E-02
SH3RF2	-2.9243506	1.49E-02
LINC01133	-2.7689875	1.49E-02
LOC105377832	-1.7888195	1.49E-02
SERBP1	0.7946901	1.50E-02
RALGAPA1	-0.6055056	1.50E-02
CD36	-1.4051832	1.50E-02
CYB5R1	-1.5166682	1.50E-02
ABLIM1	-1.2833174	1.50E-02
HOXC6	3.6094348	1.51E-02
SERP1	-0.6798088	1.51E-02
MIR6756///MCAM	0.9985964	1.51E-02
HOXA-AS2	2.128893	1.51E-02
ANKRD22	-1.4998869	1.51E-02
KIAA1468	-0.8568358	1.51E-02
CD276	0.7969936	1.51E-02
BICC1	1.4128064	1.51E-02
CA9	-3.7611726	1.51E-02
ZNF791	-0.5918196	1.51E-02
CDH13	2.1494241	1.51E-02
PDHA1	-0.9865319	1.52E-02
SLC28A2	-5.0353225	1.52E-02
DCBLD1	0.9361336	1.52E-02
IGFALS	-1.8991962	1.53E-02
TTC22	-1.433746	1.54E-02
WISP3	3.177845	1.54E-02
SLC7A6	0.8930581	1.54E-02
TMEM171	-1.5868802	1.54E-02
PROSER2-AS1	-1.1685197	1.54E-02
CHCHD10	-0.8427919	1.54E-02
HIGD1A	-0.8147677	1.55E-02
KAZALD1	-1.1260732	1.55E-02
RGMA	-1.6100523	1.55E-02
AMT	-0.9329093	1.55E-02
NUDT16	-0.7475414	1.55E-02
LOC100505727	2.0421453	1.55E-02
ITGA2	1.4245339	1.55E-02
ACTR6	-1.2707333	1.55E-02
SELM	1.1789043	1.55E-02
ASXL2	0.7763567	1.55E-02
ZNF586	-0.4762147	1.55E-02
LOC100130872///SPON2	1.2507758	1.55E-02
PRPF31	1.617934	1.56E-02
RECQL5	-1.3020758	1.56E-02
ATXN3	-1.7765356	1.56E-02
PAQR8	-1.4690786	1.56E-02
XPOT	0.6196072	1.57E-02
FGG	-3.4308571	1.57E-02
COL8A2	0.9547308	1.57E-02
PLCXD1	-1.1866186	1.58E-02
KHNYN	-0.961977	1.58E-02
PGPEP1	-0.7300323	1.59E-02
KIAA1147	-0.8517198	1.59E-02
FUCA1	-0.8519923	1.59E-02
UQCRQ	-0.6628917	1.59E-02
ATR	0.6476931	1.59E-02
SYTL2	-1.937844	1.59E-02
CCDC25	-0.7689715	1.60E-02
CENPW	1.1149964	1.60E-02
RRP1B	0.730379	1.60E-02
TTLL10	-1.8008254	1.60E-02
CACNA1B	-1.1308227	1.60E-02
AUH	-0.9692117	1.60E-02
SMC4	0.7965	1.60E-02
CD209	-1.5802179	1.60E-02
COL5A3	0.7935811	1.61E-02
SUPT16H	0.6745647	1.61E-02
MSH6	0.5287152	1.62E-02
TLN2	-0.9370577	1.62E-02
RDH13	-0.7868336	1.62E-02
AAMDC	-0.7219255	1.62E-02
AHCYL2	-1.3786257	1.62E-02
NCOA4	-0.4776134	1.62E-02
TSEN15	0.5172275	1.62E-02
SMIM19	-0.7019103	1.62E-02
EHD2	1.5585236	1.62E-02
PWWP2A	-0.7468638	1.62E-02
LOC100505851	-1.9116079	1.62E-02
NDUFA1	-0.7221828	1.62E-02
RAB27A	-1.4530338	1.62E-02
ACOX1	-0.8889153	1.63E-02
IGLJ3	-1.9342528	1.63E-02
RNASE1	-2.5086825	1.63E-02
ALDH1A1	-2.0033508	1.64E-02
NECTIN3	-1.4422395	1.64E-02
MSN	0.8710912	1.64E-02
ARHGEF28	-1.8191558	1.64E-02
TMEM221	-1.6193845	1.64E-02
SPIN4	0.9025074	1.64E-02
HOOK3	0.7135475	1.64E-02
KDM7A	-0.8682101	1.64E-02
E2F3	1.2006795	1.64E-02
LOC101929964///LINC01184	-0.795658	1.64E-02
SMAD7	-0.8672567	1.64E-02
INTS6	-0.5851868	1.64E-02
SNORA5B///TBRG4	1.9239517	1.64E-02
OSGIN2	0.8859244	1.64E-02
ITPRIPL2	0.623194	1.64E-02
FDX1	-0.8690507	1.64E-02
CHPT1	-0.9348744	1.64E-02
SLC26A4	-1.4081048	1.64E-02
PROS1	1.3813334	1.64E-02
GAREM1	-1.005491	1.65E-02
COX7C	-0.6871483	1.65E-02
XYLT2	-1.2980294	1.65E-02
FAM13A-AS1	-1.0464345	1.65E-02
GPNMB	1.8061795	1.66E-02
ATRN	-0.6632485	1.66E-02
VEZT	0.61247	1.66E-02
AK9	-1.7514265	1.66E-02
GUCD1	-0.761166	1.67E-02
OSMR	1.0635008	1.67E-02
FAHD2A	-0.7983917	1.67E-02
RNF152	-1.4686468	1.67E-02
TLE4	-1.1895472	1.67E-02
IGHA2///IGHA1///IGH	-4.1443198	1.67E-02
LOC100507281	-1.4491214	1.67E-02
TAF1B	0.9570154	1.67E-02
OCLN	-0.8689175	1.68E-02
FBXO32	1.5221008	1.69E-02
ZC3HAV1L	0.8181491	1.69E-02
ADIPOR2	-1.1346466	1.70E-02
NECAB3	-0.8937155	1.70E-02
IVD	-0.6031209	1.70E-02
RPL17-C18orf32///C18orf32///RPL17	-0.8028226	1.71E-02
SLC30A9	-0.5895602	1.71E-02
FANCM	1.5160375	1.71E-02
DISP1	-1.4249395	1.71E-02
PRCC	0.6215245	1.71E-02
ACVR1C	-1.1927015	1.72E-02
MARK2	-1.6637201	1.72E-02
ACER2	-2.9994809	1.72E-02
HAS3	-1.6229815	1.72E-02
FMO5	-1.5533331	1.73E-02
ANKH	0.7989307	1.73E-02
RGS4	2.3838246	1.73E-02
LRP8	1.7412581	1.74E-02
PLA2G1B	-3.1026942	1.74E-02
S100A4	1.5286594	1.75E-02
AGPAT4	1.398365	1.75E-02
MAGI1	-1.0271113	1.75E-02
ASPA	-1.7155664	1.76E-02
DRD5	-2.2929841	1.76E-02
CLEC11A	1.892234	1.76E-02
ANKFN1	-1.5927829	1.76E-02
ROBO1	1.0727093	1.76E-02
GNPTAB	-0.968158	1.76E-02
CDYL	0.6825226	1.77E-02
HOXC9	3.135436	1.77E-02
EGFEM1P	-1.8259122	1.77E-02
S100G	-3.3483846	1.77E-02
ACACB	-1.2154428	1.78E-02
NHLRC2	-0.6954726	1.78E-02
ZDHHC13	-0.7377658	1.78E-02
NUTF2P4///NUTF2	0.7409724	1.78E-02
DGKK	-2.3756396	1.79E-02
ACADL	-2.9187406	1.79E-02
GPX1	0.6547062	1.79E-02
KLK4	-1.8519366	1.80E-02
APOM	-0.6317108	1.80E-02
CHIA	-5.7033941	1.80E-02
PLIN5	-1.9336265	1.80E-02
MGAM	-2.842309	1.81E-02
TGFBR1	0.7539072	1.81E-02
MYO5B	-1.7144104	1.81E-02
EPPK1	1.5061764	1.81E-02
TUBA1A	1.2919145	1.81E-02
TDH	-1.8781317	1.81E-02
LINC00667	-0.8144692	1.82E-02
FBP1	-1.3654888	1.82E-02
TRIM36	-1.8840717	1.82E-02
SIAH1	0.7460145	1.82E-02
LY6E	2.1620569	1.83E-02
LBR	0.7737795	1.83E-02
MXI1	-0.8599207	1.84E-02
ATP8B3	-1.8577984	1.85E-02
CLDN23	-1.7241823	1.85E-02
MXRA7	2.1877901	1.85E-02
SYNJ2BP-COX16///COX16	-1.1374726	1.86E-02
NUDCD1	0.9929488	1.86E-02
BAG2	1.4080221	1.86E-02
DHRS7	-1.2007787	1.86E-02
C1orf116	-1.4438972	1.88E-02
MYF6	-1.9286175	1.88E-02
LINC00671	-1.2763771	1.88E-02
ARPC5	0.7260961	1.88E-02
SMIM22	-1.0996603	1.88E-02
ADAM28	-2.3134079	1.88E-02
ATP10A	1.0579525	1.88E-02
JPH4///AP1G2	-1.7585763	1.88E-02
MCTP2	-0.8163214	1.88E-02
SPIRE2	-0.9487792	1.89E-02
CKM	-3.1251946	1.89E-02
YWHAG	0.5431629	1.89E-02
NME1	0.9770398	1.89E-02
ANGPT2	1.9425615	1.89E-02
THSD4	-1.6405398	1.89E-02
LINC00317	-1.8166195	1.90E-02
C9orf3	0.6025432	1.90E-02
TMEM200C	-1.8165371	1.90E-02
LOC400568	-1.6073139	1.90E-02
NT5DC2	1.9077856	1.90E-02
KIF9	-0.8323517	1.91E-02
RAI14	0.973067	1.91E-02
TMCO6///IK	-0.6997989	1.91E-02
LTBP3	0.9599069	1.92E-02
PIR-FIGF///FIGF	-2.3610364	1.92E-02
PM20D1	-1.4700382	1.92E-02
C8orf33	0.7944766	1.92E-02
LNPEP	-0.8270416	1.92E-02
SGK1	-1.4310491	1.92E-02
PTPRG	0.9979146	1.93E-02
SCIN	-1.4133838	1.94E-02
RAB11B-AS1	-1.0050499	1.94E-02
COMP	3.0957356	1.95E-02
SOSTDC1	-5.7023331	1.95E-02
FCGR2A	1.125911	1.95E-02
CORIN	1.8894246	1.95E-02
LINC01579	1.9612569	1.95E-02
HNRNPU	0.6454316	1.95E-02
PDGFD	-1.6887198	1.95E-02
BARD1	0.7668156	1.96E-02
AKAP9	-0.5819802	1.97E-02
LOC728730	-0.9754894	1.97E-02
CAPN5	-1.0345919	1.97E-02
GJA1	0.9321783	1.97E-02
PHKG2	-2.0853576	1.97E-02
LPAR5	-0.7736999	1.97E-02
SLC38A1	1.2442511	1.98E-02
LOC339593	-2.4509451	1.99E-02
FHIT	-1.1607973	1.99E-02
GUCY1B3	1.2904337	1.99E-02
PHYKPL	-0.6885624	1.99E-02
RIF1	0.9600077	1.99E-02
NKX2-2	-3.0370121	1.99E-02
LINC01503	1.888864	2.00E-02
FCGR1B	1.2545805	2.00E-02
GPX8	1.5477366	2.00E-02
DPPA4	-1.8893553	2.00E-02
ADAMTS15	-1.2711574	2.00E-02
STK32A	-1.9083497	2.00E-02
TAPT1	-0.8106278	2.00E-02
METTL7A	-1.5925265	2.01E-02
LINC01504	-0.6667112	2.01E-02
FKBP1A-SDCBP2///SDCBP2	-1.5849818	2.01E-02
SYT11	1.1546739	2.01E-02
GRK5	-0.9849213	2.01E-02
LOC102723409	-1.060318	2.01E-02
CBX3	0.9567921	2.01E-02
FOXC2	1.1966705	2.01E-02
MRTO4	0.9630379	2.01E-02
LINC00520	-2.1337498	2.01E-02
EPHX1	-1.0044915	2.01E-02
PLAU	1.4590685	2.01E-02
SUN5	-0.6441053	2.01E-02
USF3	-0.6248656	2.01E-02
PFN2	1.2146758	2.01E-02
PHTF2	0.6695363	2.02E-02
SELENBP1	-1.7464584	2.02E-02
CNTN3	-2.7838521	2.02E-02
FCGR1CP///FCGR1B///FCGR1A	1.3006294	2.02E-02
FBXW7	-0.8879291	2.02E-02
DCUN1D5	0.844603	2.03E-02
KIF2C	1.3373829	2.03E-02
ATP5F1	-1.06749	2.03E-02
CACFD1	-0.5448268	2.03E-02
LOC101928881	-1.1020466	2.04E-02
KCNE2	-5.630381	2.04E-02
CPEB2	-0.9396349	2.04E-02
ZNF169	-0.831429	2.04E-02
CPA6	-2.2257072	2.04E-02
FOXG1	-1.9271168	2.04E-02
EFCC1	-2.0447968	2.05E-02
UBE2D1	1.1019296	2.05E-02
FUS	0.6536121	2.06E-02
TMEM116	-1.3557929	2.06E-02
CADM2	-1.0093629	2.06E-02
PPP3CB-AS1	-0.9150685	2.07E-02
CD109	1.1533416	2.07E-02
SLC35D2	-0.7390691	2.07E-02
CAD	1.4883526	2.07E-02
ISG20L2	0.74749	2.07E-02
ZER1	-1.5407223	2.07E-02
PLBD2	0.6715906	2.07E-02
TTC17	-0.5180926	2.07E-02
SIK2	-0.7386988	2.07E-02
RFTN1	0.802321	2.07E-02
HOXB7	1.3763753	2.07E-02
RGS5	-0.9450852	2.08E-02
SEPP1	-1.9497715	2.08E-02
MELTF	2.0803457	2.08E-02
FAR2	1.3713603	2.08E-02
ECHDC2	-0.8649698	2.08E-02
ATP6V0E1	-0.7158829	2.08E-02
KCNJ5	-0.8375088	2.08E-02
SGPP1	0.7814176	2.08E-02
DOK5	1.4560517	2.09E-02
IPO4	0.7676395	2.09E-02
SOGA1	1.7319749	2.10E-02
RAB27B	-2.0379563	2.10E-02
HACL1	-0.613471	2.10E-02
HBEGF	-1.0227021	2.10E-02
C1GALT1C1L	1.9971765	2.11E-02
ADA	-1.5204753	2.11E-02
JHDM1D-AS1	-0.793041	2.11E-02
CSHL1	-2.1283284	2.12E-02
C4orf33	-1.0650317	2.12E-02
PXDN	0.92737	2.12E-02
RPAP3	0.7643426	2.12E-02
NOXA1	-0.5372098	2.12E-02
LOC100289473	-1.0791285	2.12E-02
PTGDR2	-0.9696637	2.12E-02
DNAJC22	-0.8159707	2.13E-02
CTSK	1.0856425	2.13E-02
LPGAT1	0.9907442	2.14E-02
SPOCK1	2.4457301	2.14E-02
SLC25A34	-0.8674167	2.14E-02
FOXN2	0.4924095	2.14E-02
HOXA10	3.9306606	2.14E-02
TUBB	0.785828	2.14E-02
UBTF	0.9232452	2.14E-02
PPIL1	0.9756982	2.14E-02
BTF3	0.6096733	2.14E-02
MGRN1	-0.5756371	2.14E-02
NKX3-1	-1.0989647	2.14E-02
CPT2	-0.593869	2.14E-02
B4GALT6	-1.0862419	2.14E-02
MMP14	1.2576651	2.14E-02
SPX	-2.3087689	2.14E-02
KRTAP4-8	-0.9490265	2.15E-02
GUCY1A3	1.6859457	2.15E-02
APOE	0.8534075	2.15E-02
PAICS	0.8833671	2.15E-02
FOXC1	1.9419596	2.15E-02
DDX20	0.6129869	2.15E-02
TAPBPL	-0.8661781	2.15E-02
HSD11B1	1.0567162	2.15E-02
ATP5C1	-0.5732596	2.15E-02
CNPY3	1.1724254	2.15E-02
COMMD5	0.6927348	2.16E-02
KCNK10	-1.3329003	2.16E-02
OPCML	-2.1203242	2.16E-02
LINC00094	0.6899227	2.16E-02
NUCKS1	0.6267266	2.16E-02
ZNF585B	-1.8450807	2.17E-02
GPD1L	-1.1007151	2.17E-02
ABCD3	-0.7073277	2.18E-02
SNRPF	0.6742607	2.18E-02
CAMSAP1	0.6676596	2.18E-02
MIR6789///PLEKHJ1	-0.6848972	2.18E-02
CLEC5A	2.6024829	2.19E-02
PRSS2///PRSS1	-3.0771018	2.19E-02
NTRK3	-1.5137456	2.19E-02
FAM63A	-0.7323402	2.19E-02
LPCAT4	-1.2598274	2.19E-02
SLC18A2	-1.3635039	2.19E-02
B4GALT1	-0.94318	2.19E-02
EVA1B	-0.8386833	2.19E-02
TEAD1	0.6460343	2.20E-02
LINC01193	-0.8775423	2.20E-02
ATF6B	-1.6858254	2.20E-02
SERPINE2	1.3763447	2.20E-02
PRO2958	-1.8087351	2.20E-02
TREH	-2.0371363	2.20E-02
CTSB	0.8990983	2.20E-02
FAM13A	-1.3247783	2.20E-02
HFM1	-2.0116652	2.20E-02
HEATR1	0.7648631	2.20E-02
TMEM59	-0.5894051	2.20E-02
SLC27A5	1.4193802	2.21E-02
PDE4DIP	0.8818883	2.21E-02
TRIM44	0.7539781	2.21E-02
GLOD4	-0.8340082	2.21E-02
VSIG2	-3.5781141	2.21E-02
RHOQ	0.710003	2.22E-02
KIRREL	0.9806768	2.22E-02
SLC29A2	-1.9201945	2.22E-02
LOC100506472	1.3421768	2.22E-02
TNC	1.6581862	2.22E-02
DNAJB13	-1.1175026	2.23E-02
PML	-0.7600711	2.24E-02
KRT20	-4.9029064	2.24E-02
LOC642852	0.8185734	2.24E-02
PLXDC2	1.0861147	2.24E-02
PDGFRB	1.0758785	2.25E-02
SLC39A6	0.77751	2.25E-02
FAM174B	-1.3832265	2.25E-02
ELF2	-0.5803259	2.26E-02
BTNL8	-3.3285931	2.26E-02
SNRPG	0.6470103	2.26E-02
CPVL	1.182811	2.26E-02
GABBR2	-1.4425446	2.26E-02
PKNOX1	0.6713324	2.26E-02
ANKRD28	-0.7376668	2.26E-02
HIVEP2	0.8102811	2.27E-02
LINC00944	-1.2172065	2.27E-02
FCGR3B///FCGR3A	1.406706	2.27E-02
COX6A1	-0.5428198	2.27E-02
PCAT18	-2.9520888	2.27E-02
MED16	-0.5956902	2.27E-02
FEM1B	0.6313262	2.27E-02
LDHD	-2.1590515	2.27E-02
ARHGAP21	-0.6866312	2.27E-02
MLLT1	-2.0115955	2.27E-02
SLC43A3	0.9211545	2.27E-02
GNA13	0.4937043	2.27E-02
SEC23IP	-0.8222901	2.27E-02
SYNJ2	0.6960993	2.28E-02
SULT1C2	-3.3593644	2.28E-02
ATP6AP2	0.5861582	2.28E-02
NCK1	0.6578537	2.28E-02
SPINK2	-3.2489018	2.28E-02
CETN2	0.666851	2.28E-02
CCDC93	0.6034842	2.28E-02
MPC1	-0.9231559	2.28E-02
CHSY3	1.5482059	2.28E-02
CST2	2.077719	2.29E-02
HOMER1	0.9819885	2.29E-02
PIEZO1	0.5932471	2.29E-02
TWSG1	0.9097093	2.29E-02
ALYREF	0.9435729	2.29E-02
KIF2A	0.7476184	2.29E-02
PSMB1	0.5989417	2.30E-02
LOC101928222	-1.3750975	2.30E-02
ALDH3A2	-0.8668405	2.30E-02
DHTKD1	-0.6368118	2.31E-02
DIMT1	0.5274048	2.31E-02
CD300A	2.2035677	2.31E-02
LOX	1.4130756	2.32E-02
HOXC10	2.4421411	2.32E-02
KALRN	-1.0518603	2.32E-02
PLOD1	0.6821458	2.32E-02
PIP5K1B	-1.1427289	2.32E-02
HCFC1R1	1.8425644	2.32E-02
LOC101928443	-2.3601977	2.33E-02
DYX1C1-CCPG1///CCPG1	-0.9263092	2.33E-02
NT5DC1	-0.6546956	2.33E-02
DMXL1	-0.7140908	2.33E-02
KIT	-1.6767525	2.33E-02
ZNF644	0.5058111	2.33E-02
TPSG1	-1.3063011	2.34E-02
RIPK2	0.805267	2.34E-02
NR0B2	-1.9638958	2.34E-02
LINC01520	-0.9618709	2.34E-02
ATP5D	-0.5438135	2.34E-02
HOXA1	1.5251614	2.34E-02
ARV1	-0.7008532	2.35E-02
RNASE4	-1.4494237	2.35E-02
CKAP2	1.1621333	2.35E-02
BAIAP2L1	-1.6250384	2.35E-02
LOC728805	1.5825123	2.36E-02
AADAC	-2.8578488	2.36E-02
CD81	0.8213594	2.38E-02
ITPKA	-1.872743	2.38E-02
OGFRL1	0.5572795	2.38E-02
CMTM4	-1.0857366	2.38E-02
MXRA5	1.2291206	2.38E-02
RCCD1	-1.1914932	2.38E-02
CES3	-1.279933	2.38E-02
RABEP2	-0.8426734	2.38E-02
IGFBP4	1.0041403	2.38E-02
ARPC4	0.8592319	2.40E-02
TRPM3	-1.7286506	2.40E-02
IRAK4	-0.5913863	2.40E-02
FAM131A	1.7062584	2.41E-02
HGF	1.0922724	2.41E-02
WNT2	2.9045303	2.41E-02
LILRP2	-0.9204322	2.42E-02
NDOR1	-1.5280429	2.42E-02
UPK1B	-3.4986969	2.42E-02
S100A10	1.1200145	2.44E-02
HSPG2	0.9558329	2.44E-02
FAM102A	-1.0064027	2.44E-02
NICN1	-0.6116874	2.44E-02
BPIFC	-1.9073764	2.44E-02
EIF2AK3	-1.0602386	2.44E-02
RBM47	-1.0800135	2.44E-02
MON2	-0.7968923	2.45E-02
CXXC1	-0.6090623	2.45E-02
LIPF	-6.6149979	2.45E-02
PMM1	-0.7535165	2.45E-02
FAM186A	-1.1313886	2.45E-02
DBT	-0.8555772	2.45E-02
FAM174A	-0.8230663	2.45E-02
SEPT5-GP1BB	-0.7262367	2.45E-02
SHFM1	0.938335	2.45E-02
LINC00849///SLC25A16	-1.1278754	2.45E-02
LOC400541	-2.2198764	2.46E-02
HECW1	-0.9471657	2.46E-02
MITF	-1.2926758	2.46E-02
POLR1B	0.7378974	2.46E-02
DRD2	-0.8393823	2.46E-02
RIN3	1.9390182	2.47E-02
NONO	0.8482814	2.47E-02
SPAG9	-0.7281617	2.47E-02
DCAF13	0.8866926	2.48E-02
SYNJ2BP-COX16///SYNJ2BP	-0.7932638	2.48E-02
TNPO2	-1.536879	2.48E-02
CLDN16	1.8149263	2.48E-02
TAF9B	0.8057847	2.48E-02
CAMK2B	-1.4808836	2.48E-02
CCDC187	-1.4194929	2.48E-02
LRRFIP2	-0.7492667	2.48E-02
PDP1	0.6782014	2.48E-02
EMILIN3	-1.0331406	2.48E-02
PLA2G15	0.7527744	2.48E-02
UBE2T	1.1453071	2.48E-02
SHARPIN	0.7200989	2.49E-02
WDR91	-1.265304	2.49E-02
ACBD6	0.631773	2.49E-02
RMND5A	1.7626182	2.49E-02
HEXDC	-0.5067784	2.49E-02
ZKSCAN1	-0.64051	2.49E-02
GADD45A	-0.9696077	2.49E-02
PDCD5	1.1483447	2.49E-02
PHOSPHO2-KLHL23///KLHL23	1.4871375	2.49E-02
LOC101930075///PKD1	-1.2893982	2.49E-02
KIF16B	-1.2247206	2.49E-02
FLI1	-1.957146	2.50E-02
TACC3	1.3980424	2.50E-02
CCNG1	-0.948609	2.51E-02
NEK2	1.519589	2.51E-02
JDP2	-0.9237613	2.51E-02
LOC440704	-1.961037	2.52E-02
YBX3	0.7043992	2.52E-02
WIF1	-2.7227756	2.52E-02
LOC101929340	-1.0908183	2.52E-02
LPCAT1	0.9668437	2.52E-02
FAM188A	-0.536293	2.52E-02
NR3C2	-1.6342947	2.52E-02
CDCA7	1.2650782	2.53E-02
CSMD3	-1.9974898	2.53E-02
LMF1	-0.9435473	2.53E-02
FZD2	1.2734265	2.53E-02
ZNF75D	-0.6875012	2.53E-02
LOXL2	0.8968957	2.53E-02
DESI2	0.5667066	2.53E-02
IQGAP2	-1.6003618	2.54E-02
ZNF493	-0.7578517	2.54E-02
HDAC4	0.8485095	2.54E-02
CLYBL	-0.9910958	2.54E-02
DHX9	0.5759793	2.54E-02
CTNNAL1	0.5505142	2.54E-02
LMBRD2	-0.6224711	2.54E-02
RNF150	1.4459351	2.55E-02
SHROOM3	-1.1243377	2.55E-02
LOC100507507	0.8558866	2.55E-02
GPC1	1.20232	2.56E-02
FAM185A	-0.7919126	2.56E-02
ADHFE1	-2.2283229	2.56E-02
RPRM	-1.9508244	2.56E-02
SSBP3	-0.7136139	2.56E-02
SPRYD7	-0.6576197	2.56E-02
ABHD2	-0.9508099	2.57E-02
CPNE4	-2.1405346	2.57E-02
TBC1D1	0.7709693	2.57E-02
ZNF703	1.7455421	2.57E-02
FOXD2-AS1	-1.0594378	2.58E-02
SOS1	-0.7284576	2.59E-02
VAPA	-0.6029622	2.59E-02
P4HTM	-0.5646032	2.59E-02
ZNF664-FAM101A///FAM101A	-1.9243502	2.59E-02
AGO2	0.7627217	2.59E-02
HADHAP1	-0.7408498	2.59E-02
ZDHHC3	-0.6892497	2.59E-02
LOC105371708	-1.8221691	2.60E-02
TMEM185B	1.0108266	2.60E-02
RALGPS1	-0.9265901	2.60E-02
FRAT1	-0.6095128	2.60E-02
WHSC1L1	-0.7077382	2.60E-02
CISH	-0.5882911	2.60E-02
HAVCR2	0.8444141	2.61E-02
PITRM1	-1.8441263	2.61E-02
AIDA	0.5655844	2.61E-02
PRR26	-0.8693193	2.62E-02
TBC1D16	0.7186328	2.62E-02
MRC2	0.8323279	2.62E-02
JAKMIP2-AS1	-2.0500225	2.62E-02
NETO2	1.1493118	2.62E-02
RNF167	-0.688857	2.62E-02
PTPRH	-1.4243194	2.62E-02
ADORA2B	1.5254708	2.62E-02
NASP	0.7621664	2.62E-02
LRBA	-0.5274071	2.63E-02
SEPT2	0.7061916	2.63E-02
YWHAQ	0.6754074	2.63E-02
FCER1G	1.0802813	2.63E-02
IGLC1	-2.0434163	2.63E-02
CCBE1	-1.6603055	2.63E-02
SMARCA5	0.5852755	2.63E-02
MAOA	-1.8092486	2.63E-02
LARP1B	-0.8918684	2.64E-02
XKR8	-0.5026174	2.65E-02
OR1I1	-0.8132395	2.65E-02
C9orf78	0.6743138	2.65E-02
SMAD4	-0.8587374	2.65E-02
CYFIP2	-1.3882239	2.65E-02
GSE1	-0.6659387	2.65E-02
COX10	-0.6293786	2.65E-02
AFAP1L1	1.1974124	2.66E-02
SNX24	-0.7300354	2.66E-02
C4orf46	0.7167928	2.67E-02
FAM172A	-0.733896	2.67E-02
TIMP3	1.2119727	2.69E-02
FMNL3	1.119635	2.69E-02
ELOVL2	1.4589405	2.69E-02
TMEM125	-1.0342332	2.69E-02
MSX1	0.7973856	2.69E-02
SLC22A5	-0.7192635	2.69E-02
SLC12A8	0.7980712	2.69E-02
NUP88	-2.4451084	2.70E-02
RNFT2	1.9679677	2.70E-02
TOM1L2	-1.296162	2.71E-02
RRP15	0.6003125	2.71E-02
LAMC1	0.7919858	2.71E-02
GPR161	1.2876908	2.71E-02
RAB11A	-0.8304828	2.71E-02
DNTTIP1	0.8912608	2.71E-02
LOC338620	1.1430358	2.71E-02
LY9	-2.7653345	2.71E-02
ACPT	-1.5485139	2.72E-02
EOGT	0.8259166	2.72E-02
ARMC9	1.0958029	2.72E-02
UQCRC2	-0.5816865	2.72E-02
C15orf65	-0.8424609	2.72E-02
DUSP14	1.0207002	2.72E-02
ANKRD30BP2	-0.7112524	2.72E-02
LOC105379045	-0.8882535	2.72E-02
P3H2	-0.627025	2.72E-02
HOXB3	1.1680778	2.72E-02
FAM41AY2///FAM41AY1	-1.4053076	2.73E-02
ARHGAP11A	1.056034	2.73E-02
NFYC	-0.7179563	2.73E-02
LINGO1	2.0136853	2.73E-02
PLXDC1	0.9285256	2.74E-02
GNA12	0.5863392	2.74E-02
FAM225B///FAM225A	1.8992921	2.75E-02
VGLL2	-1.2978107	2.75E-02
PICALM	0.5053202	2.75E-02
PRDM5	-0.7435952	2.75E-02
RNF128	-1.1386694	2.75E-02
PSD3	-0.782426	2.75E-02
CLTA	-1.1334273	2.75E-02
IDH2	-1.3160636	2.75E-02
TBCB	0.8928574	2.75E-02
PLPPR4	1.7605381	2.75E-02
MYL9	1.4971201	2.75E-02
ABCA4	-1.9332664	2.75E-02
EMILIN1	1.3275217	2.75E-02
FAM98C	-0.4847576	2.75E-02
HPCAL4	-1.6113388	2.75E-02
NDUFB8	-0.6519605	2.75E-02
RAN	0.6133543	2.76E-02
PGS1	1.6993411	2.76E-02
FLT4	-1.8357279	2.76E-02
LOC100996843	-2.0266357	2.76E-02
TEX26-AS1	-1.9543466	2.76E-02
DNLZ	0.6184289	2.76E-02
FGA	-3.4604134	2.76E-02
BAG1	-1.1141969	2.77E-02
EED	0.6913548	2.77E-02
PDE3A	1.7439374	2.77E-02
RASGEF1B	-0.9678721	2.77E-02
