Label	logFC	FDR
 MAD2L1 	1.05143438	3.33E-07
 ZNF367 	0.7868894	3.33E-07
 RAD54B 	1.03469609	3.33E-07
 NUPL1 	0.86359178	3.39E-07
 GUCY2C 	1.76249504	3.41E-07
 DNAJC15 	0.99517989	3.41E-07
 MAP4K4 	0.84500938	3.43E-07
 ZNF511 	0.82198371	3.48E-07
 PDGFRB 	1.01204849	3.48E-07
 KPNA3 	0.84867069	3.48E-07
 EXT1 	0.76594231	3.52E-07
 PPAT 	0.93702556	3.54E-07
 LEO1 	0.81967118	3.59E-07
 GPI 	0.97883069	3.62E-07
 UBA1 	0.81668867	3.62E-07
 SNORA44 	0.86240753	3.67E-07
 MOSPD1 	0.96725987	3.67E-07
 DNMT1 	0.74561369	3.68E-07
 KDELC2 	0.93325082	3.68E-07
 RBBP8 	0.89887947	3.68E-07
 GMPS 	0.84034351	3.75E-07
 ERO1L 	1.00850127	3.76E-07
 TBL1XR1 	1.01078309	3.77E-07
 CAD 	0.76947233	3.85E-07
 FARSB 	0.93001809	3.91E-07
 IQGAP3 	0.83733473	3.91E-07
 SLC25A15 	0.87485296	3.91E-07
 SMC1A 	0.80344422	3.92E-07
 C1orf85 	0.80029531	3.94E-07
 ERO1LB 	-1.28755662	3.94E-07
 CXCL10 	1.78431371	3.96E-07
 CCDC21 	0.85052453	4.04E-07
 CCNE2 	0.94114138	4.06E-07
 DHX9 	0.9200366	4.12E-07
 HAUS8 	0.82337193	4.17E-07
 CDH6 	0.89676064	4.18E-07
 ZFP64 	0.76009324	4.18E-07
 GSS 	0.7934614	4.23E-07
 ATE1 	1.01119391	4.23E-07
 LIMS1 	1.074038	4.24E-07
 THNSL1 	0.91635349	4.27E-07
 C14orf106 	1.13640562	4.31E-07
 JRKL 	0.99713076	4.31E-07
 FNTA 	1.0205725	4.36E-07
 SLC7A6 	0.91910276	4.37E-07
 PLAGL2 	0.97755571	4.39E-07
 KRT7 	1.43138636	4.43E-07
 SRSF9 	1.07707809	4.47E-07
 LAIR1 	0.95147931	4.50E-07
 SLC39A1 	0.72235869	4.58E-07
 ASB11 	-1.43331853	4.73E-07
 SLC39A5 	1.48761516	4.75E-07
 EIF2C2 	0.80956073	4.78E-07
 MAK16 	0.82251498	4.80E-07
 CXCL5 	1.59450171	4.80E-07
 PNPT1 	1.11888462	4.82E-07
 SLC20A1 	0.90135027	4.84E-07
 NEIL3 	0.94494949	4.92E-07
 PSMD1 	0.91917351	4.96E-07
 RARRES1 	1.24997167	4.97E-07
 HIST1H4A 	1.09637829	5.09E-07
 RALY 	0.8153014	5.14E-07
 TSPAN14 	0.80951551	5.18E-07
 PODXL 	0.8022784	5.21E-07
 TMSB10 	0.96062729	5.27E-07
 NEDD1 	1.03754818	5.42E-07
 GNL3L 	0.81864489	5.44E-07
 G6PD 	0.84951629	5.46E-07
 TMEM41A 	0.75865316	5.59E-07
 TRIM15 	0.86587609	5.60E-07
 SFT2D2 	1.03793198	5.63E-07
 DNAJB11 	0.86374198	5.69E-07
 POLR1B 	0.91802767	5.86E-07
 POLR3K 	0.93888376	5.97E-07
 PHTF2 	0.99375727	5.98E-07
 CAND1 	0.9544886	6.05E-07
 RDH11 	0.79793864	6.10E-07
 ODC1 	1.0432946	6.11E-07
 RSPH1 	1.13405629	6.14E-07
 SLC38A6 	1.00956702	6.15E-07
 HGF 	1.3741522	6.15E-07
 MED14 	0.88677687	6.16E-07
 RCC1 	0.83143709	6.16E-07
 ARL5B 	0.91211184	6.18E-07
 RHOC 	0.84874109	6.21E-07
 NCBP1 	0.85042338	6.26E-07
 SERPINE2 	1.25271802	6.31E-07
 LIF 	1.23809878	6.32E-07
 YEATS2 	0.79254831	6.38E-07
 CCL18 	1.96383469	6.48E-07
 WNT2 	0.95855593	6.50E-07
 GKN2 	-3.13982138	6.50E-07
 NT5C2 	0.91690769	6.55E-07
 LIPF 	-3.09826867	6.63E-07
 CAPG 	0.96941658	6.66E-07
 ADRM1 	0.79947247	6.67E-07
 HNRNPA2B1 	0.83618904	6.68E-07
 C12orf47 	0.93692578	6.68E-07
 SRSF6 	0.83886693	6.70E-07
 TTI1 	0.78935153	6.78E-07
 PTRH2 	0.99356793	6.79E-07
 PLS3 	1.09000302	6.87E-07
 PPME1 	0.82359509	6.88E-07
 FAM50A 	0.73996211	6.94E-07
 IMPA1 	1.10962402	6.94E-07
 PCSK5 	1.09809382	6.96E-07
 TMEM200A 	1.02378558	6.97E-07
 KIAA0020 	0.80985293	6.97E-07
 GINS3 	0.83314113	6.98E-07
 MMP10 	1.12313789	7.01E-07
 TSN 	0.89489451	7.05E-07
 PRR5L 	0.83575611	7.20E-07
 FADS1 	0.91674918	7.31E-07
 MRPL47 	0.99308336	7.31E-07
 DDB1 	0.80401598	7.46E-07
 HIST1H2AL 	1.25913547	7.49E-07
 RB1 	1.0447238	7.49E-07
 MRTO4 	1.01272729	7.49E-07
 PSMA4 	1.12831273	7.52E-07
 BLM 	1.02365524	7.55E-07
 FAM58A 	1.37605371	7.55E-07
 GBAP1 	0.71894764	8.00E-07
 UBE2Z 	0.738042	8.04E-07
 CWF19L1 	0.81275696	8.13E-07
 PTPN12 	0.98007511	8.24E-07
 TREM2 	1.06397409	8.29E-07
 BLMH 	0.8279222	8.35E-07
 TAP2 	0.72950769	8.53E-07
 POLR2H 	0.94170522	8.54E-07
 BAT2L2 	0.77847507	8.54E-07
 RASSF4 	0.86447724	8.64E-07
 ACER3 	0.86993558	8.64E-07
 ADHFE1 	-1.08399696	8.64E-07
 ANTXR1 	0.97138264	8.74E-07
 CDCA8 	0.94075469	8.74E-07
 SRGAP1 	0.88491124	8.74E-07
 GPN1 	0.93178753	8.74E-07
 MED20 	0.83911969	8.75E-07
 OAS3 	0.91083287	8.82E-07
 LRRC8D 	0.90469133	8.82E-07
 CNPY2 	0.7822796	8.87E-07
 FANCB 	0.90763666	8.92E-07
 NOTCH3 	0.78341669	8.94E-07
 SHMT2 	0.91292958	8.95E-07
 USP9X 	0.91254062	8.96E-07
 UCHL5 	0.91461627	9.01E-07
 PAPSS2 	0.86469544	9.19E-07
 PRMT1 	0.68294844	9.24E-07
 MPHOSPH9 	0.96683756	9.30E-07
 PDLIM1 	0.84161493	9.33E-07
 TFAP2A 	0.90226438	9.36E-07
 DDX27 	0.80555609	9.36E-07
 EXOSC2 	0.83613549	9.41E-07
 ACACA 	0.91021413	9.41E-07
 PRMT3 	0.92535698	9.41E-07
 WBSCR22 	0.74062207	9.46E-07
 TNFSF4 	1.00794391	9.49E-07
 TDP1 	0.82404511	9.54E-07
 PLOD1 	0.78765022	9.54E-07
 PPHLN1 	0.91119178	9.59E-07
 HOXB13 	1.4633008	9.71E-07
 RIOK1 	0.92618544	9.73E-07
 ALG1 	0.81375953	9.75E-07
 EIF2S1 	0.92159996	9.78E-07
 KRT80 	0.90111773	9.86E-07
 CELF1 	0.73502529	9.91E-07
 ADAMTS2 	0.7649912	9.96E-07
 CALML4 	1.17259136	1.01E-06
 BRMS1 	0.71119238	1.01E-06
 SAE1 	0.75911576	1.02E-06
 POLR3F 	0.84612307	1.02E-06
 PFDN6 	0.73102427	1.02E-06
 TUBA1C 	0.97416831	1.02E-06
 EIF2AK2 	1.07100207	1.03E-06
 TGS1 	0.89873076	1.03E-06
 RCN1 	1.81309182	1.04E-06
 PSME3 	0.66595978	1.07E-06
 LEPRE1 	0.77504071	1.07E-06
 C15orf44 	0.86885782	1.10E-06
 KDELR3 	1.04446551	1.10E-06
 EIF3B 	0.78963867	1.10E-06
 C19orf21 	1.09241242	1.12E-06
 FAS 	1.00108884	1.13E-06
 SRSF2 	0.74948111	1.13E-06
 CXCL1 	1.43761347	1.13E-06
 CIB2 	1.02549322	1.13E-06
 AGFG1 	0.83023878	1.13E-06
 GRN 	0.94436978	1.14E-06
 NSUN2 	0.84724433	1.15E-06
 TGDS 	0.92816138	1.15E-06
 C10orf18 	1.0296698	1.15E-06
 MLEC 	0.839294	1.15E-06
 OLFM4 	2.64602398	1.16E-06
 ASAH2 	-1.50565433	1.18E-06
 CENPL 	0.85134242	1.19E-06
 SKIL 	1.06857224	1.19E-06
 PLK4 	0.9580758	1.19E-06
 CD80 	0.8492148	1.19E-06
 RPP30 	0.73264276	1.20E-06
 ITGB1 	0.94883673	1.21E-06
 EBNA1BP2 	0.86475307	1.21E-06
 NCBP2 	0.78029487	1.22E-06
 PRKX 	1.17246047	1.23E-06
 PSMA5 	0.96425929	1.29E-06
 SLC39A6 	0.84177938	1.29E-06
 XRCC4 	1.04017244	1.29E-06
 CDCA5 	0.89360433	1.29E-06
 CAPRIN1 	0.79990729	1.32E-06
 PLEKHA1 	0.86547511	1.32E-06
 CDK12 	0.83866147	1.33E-06
 YWHAB 	0.94573598	1.33E-06
 GPR176 	0.88484249	1.34E-06
 NMU 	0.98116722	1.34E-06
 CYP2B6 	1.33714667	1.35E-06
 NUFIP2 	0.93472396	1.35E-06
 TPD52L2 	0.69732764	1.35E-06
 ERGIC3 	0.9126282	1.36E-06
 BMP1 	0.80115762	1.38E-06
 STX6 	0.77725998	1.38E-06
 MAZ 	0.67159984	1.38E-06
 LMNB2 	0.68956573	1.39E-06
 THOC6 	0.77358222	1.39E-06
 TEAD4 	0.75824044	1.39E-06
 TOMM34 	0.86824267	1.39E-06
 TM9SF2 	0.98003184	1.40E-06
 CTSD 	0.87825267	1.40E-06
 CHN1 	1.06913391	1.43E-06
 RAI14 	0.93414256	1.45E-06
 CLCN5 	0.91877164	1.45E-06
 KARS 	0.77025642	1.47E-06
 EPS8 	0.97785989	1.47E-06
 PLK2 	0.94720198	1.48E-06
 HMBS 	0.75597084	1.49E-06
 MYH9 	0.75499056	1.49E-06
 PSMD13 	0.73244482	1.49E-06
 PANX1 	0.87408809	1.49E-06
 PSMB4 	0.87166171	1.49E-06
 VAV2 	0.77869889	1.49E-06
 TMTC3 	0.96143018	1.51E-06
 CDH13 	0.98340451	1.51E-06
 PARP1 	0.80028376	1.51E-06
 TCF19 	0.73950451	1.52E-06
 ENTPD1 	1.11375516	1.53E-06
 FUCA2 	0.78940818	1.53E-06
 PPP2R2A 	0.83320427	1.54E-06
 PRPF19 	0.81977907	1.56E-06
 FCER1G 	1.13833304	1.58E-06
 OTUD4 	0.76292522	1.62E-06
 VEZT 	0.88787373	1.68E-06
 CHIA 	-2.37387153	1.71E-06
 CXCL9 	1.32750429	1.71E-06
 PWP1 	0.86831262	1.71E-06
 MLF1IP 	0.83009678	1.72E-06
 PRPS1 	1.01948138	1.73E-06
 IL13RA1 	0.94999967	1.76E-06
 DPP4 	1.25836827	1.77E-06
 KDM5B 	0.7607708	1.77E-06
 BRIX1 	0.70362869	1.77E-06
 GPNMB 	1.21507636	1.83E-06
 HNRNPR 	0.81326358	1.83E-06
 DBR1 	0.74531224	1.84E-06
 NAGA 	0.83405784	1.85E-06
 ODF2L 	0.98178307	1.85E-06
 SEC61A2 	0.84585656	1.85E-06
 USP6NL 	0.88105936	1.88E-06
 DPT 	-1.57784218	1.88E-06
 LBR 	1.01902347	1.90E-06
 LY6E 	0.96549958	1.91E-06
 SCGB2A1 	-1.04480124	1.92E-06
 LSM4 	0.78925591	1.92E-06
 MAPRE1 	0.78708722	1.94E-06
 PPT1 	0.92209302	1.95E-06
 SOX21 	-1.05599936	1.95E-06
 EPCAM 	1.41391182	1.96E-06
 CLSPN 	0.88542251	1.98E-06
 KIAA1704 	0.68657016	1.98E-06
 MET 	1.05348971	1.99E-06
 DMXL2 	0.82028824	2.00E-06
 TTLL5 	0.74608707	2.02E-06
 C4BPA 	1.15889796	2.02E-06
 MARVELD3 	0.79488033	2.02E-06
 PPP2R4 	0.74711907	2.02E-06
 RSRC1 	0.84314327	2.04E-06
 PDRG1 	0.68310569	2.05E-06
 MYO1E 	0.8405082	2.05E-06
 CLDN12 	1.08588082	2.09E-06
 HIST1H3D 	0.93032853	2.09E-06
 MPV17 	0.84133778	2.10E-06
 CD58 	0.82353589	2.11E-06
 IFNGR1 	0.93510791	2.11E-06
 ACBD6 	0.78448636	2.11E-06
 SNRPA 	0.73881116	2.12E-06
 TRAP1 	0.79887011	2.13E-06
 WDR74 	0.79859358	2.13E-06
 RAC1 	0.78666571	2.15E-06
 IQGAP1 	0.88340818	2.20E-06
 NUP93 	0.80214591	2.23E-06
 RNF213 	0.87122313	2.23E-06
 PSCA 	-2.08322949	2.26E-06
 GDF15 	1.03288153	2.27E-06
 FAM98B 	0.8128146	2.31E-06
 NR6A1 	0.76527704	2.31E-06
 SLC1A5 	0.84137984	2.32E-06
 LRRC40 	0.99466693	2.35E-06
 DDX52 	0.87273729	2.38E-06
 NDFIP2 	0.93290207	2.38E-06
 TMEM39A 	0.72937962	2.39E-06
 MTMR11 	0.95811051	2.39E-06
 HSPH1 	1.15330773	2.44E-06
 PTCD3 	0.85876791	2.44E-06
 TSSC1 	0.66177329	2.45E-06
 ATP6V1B2 	0.87669547	2.53E-06
 C21orf45 	0.73701456	2.60E-06
 CFTR 	1.43304391	2.61E-06
 CCNF 	0.74241851	2.62E-06
 BCL2L1 	0.70268798	2.62E-06
 NKRF 	0.89490353	2.62E-06
 EPR1 	0.83784956	2.63E-06
 APEX2 	0.73974671	2.64E-06
 ORC1 	0.78557656	2.67E-06
 RPN1 	0.80649529	2.68E-06
 TNFSF15 	0.83294262	2.68E-06
 ALDH18A1 	0.90159222	2.71E-06
 ITGAX 	0.81250596	2.71E-06
 AP2B1 	0.98061076	2.71E-06
 FAM48A 	0.79879398	2.72E-06
 AP2S1 	0.68850824	2.72E-06
 KIAA0100 	0.84770278	2.72E-06
 KLK6 	1.31326607	2.73E-06
 C10orf88 	1.11986324	2.73E-06
 UPF2 	0.84171736	2.74E-06
 HIST1H2AM 	0.90042411	2.74E-06
 ILF3 	0.76624904	2.75E-06
 MRPS10 	0.8659154	2.77E-06
 ARF3 	0.646623	2.77E-06
 STK38L 	1.01244664	2.77E-06
 NUP133 	0.81251502	2.77E-06
 FANCM 	0.89771147	2.77E-06
 NUP98 	0.80478196	2.77E-06
 TAF1D 	0.93978482	2.78E-06
 COL4A2 	0.80981113	2.78E-06
 LY75 	0.87784898	2.78E-06
 TFRC 	1.08452058	2.83E-06
 MED1 	0.73861296	2.84E-06
 MIF 	0.82818876	2.84E-06
 FAM105A 	0.98380238	2.85E-06
 IRAK1 	0.73486164	2.86E-06
 APEX1 	0.70226538	2.87E-06
 TOR3A 	0.67772229	2.88E-06
 RPAP3 	0.93998742	2.88E-06
 DMBT1 	2.4219798	2.88E-06
 DHCR7 	0.96199091	2.88E-06
 RPF2 	1.27666789	2.89E-06
 PLXDC2 	1.07535638	2.90E-06
 R3HDM1 	0.7211694	2.90E-06
 TMED6 	-1.64941251	2.91E-06
 ATP2C2 	0.86682289	2.94E-06
 LAPTM5 	1.00881162	2.96E-06
 ARL6IP6 	0.78197684	2.99E-06
 WDR77 	0.79105549	2.99E-06
 SUV39H2 	0.9170306	3.01E-06
 PGF 	0.79624124	3.04E-06
 DIS3 	0.85596949	3.04E-06
 SRI 	1.01237307	3.04E-06
 COPB1 	0.8828056	3.04E-06
 CCDC109B 	1.1212862	3.05E-06
 NUP160 	0.68180269	3.05E-06
 ABCF1 	0.72965671	3.05E-06
 RPL28 	0.87699493	3.07E-06
 C12orf41 	0.68565871	3.08E-06
 EML4 	0.84941084	3.10E-06
 PSMA7 	0.82097831	3.10E-06
 ACAA2 	0.9678558	3.10E-06
 EIF4A1 	1.10532791	3.11E-06
 SFXN1 	0.84486153	3.17E-06
 ZNF267 	1.05194707	3.17E-06
 LCLAT1 	0.87569816	3.18E-06
 ESF1 	0.97888978	3.18E-06
 STAT2 	0.91376493	3.21E-06
 BID 	0.724866	3.22E-06
 HDAC2 	0.8335822	3.22E-06
 SLC6A6 	0.76190231	3.24E-06
 COQ2 	0.68150527	3.24E-06
 STAT1 	1.00189264	3.26E-06
 NCOA5 	0.71918809	3.27E-06
 ACTN4 	0.82122909	3.28E-06
 CKB 	-1.31288489	3.30E-06
 SST 	-2.11546871	3.31E-06
 LASS5 	0.85341973	3.32E-06
 C12orf5 	1.14702293	3.32E-06
 CREG1 	0.75921284	3.32E-06
 TMTC4 	0.90090042	3.32E-06
 F11R 	0.84605464	3.32E-06
 RUVBL2 	0.69675356	3.32E-06
 TBRG4 	0.68541844	3.32E-06
 SCYL3 	0.808397	3.32E-06
 PRCP 	0.9410372	3.36E-06
 ACTR5 	0.72749471	3.36E-06
 CA2 	-1.971451	3.42E-06
 SYNGR2 	0.93183389	3.42E-06
 SETDB1 	0.64590098	3.45E-06
 DHX35 	0.74644849	3.46E-06
 NRIP1 	0.86148782	3.46E-06
 GNE 	0.90663998	3.46E-06
 ALG6 	0.88807222	3.47E-06
 PLXDC1 	0.72859133	3.47E-06
 RIF1 	0.88563949	3.53E-06
 ASAH1 	0.80731538	3.54E-06
 P4HA1 	1.20322991	3.54E-06
 MAPK6 	0.84195387	3.54E-06
 CSNK2B 	0.69804224	3.54E-06
 RIN2 	0.68320127	3.57E-06
 WARS 	0.85092762	3.57E-06
 IFIT5 	0.85697511	3.59E-06
 SLC35F2 	0.94113427	3.68E-06
 RAB3IP 	0.86855871	3.68E-06
 CENPP 	0.90745056	3.68E-06
 COPA 	0.83706731	3.71E-06
 LSM7 	0.77262289	3.72E-06
 H2AFX 	0.68721089	3.77E-06
 FMNL3 	0.77523538	3.79E-06
 DTX3L 	0.96055667	3.84E-06
 CIRH1A 	1.02242731	3.85E-06
 ACADL 	-1.05070244	3.88E-06
 ACTR3 	0.9645896	3.89E-06
 NOP58 	0.9679408	3.89E-06
 TMEM185B 	0.59736989	3.89E-06
 ANP32E 	0.85184791	4.00E-06
 SPATA17 	0.70772711	4.00E-06
 STAT3 	0.87988269	4.02E-06
 C19orf61 	0.68031333	4.04E-06
 SH3BP1 	0.65835613	4.05E-06
 MALL 	1.17256271	4.08E-06
 CCDC77 	0.79454296	4.09E-06
 NAA10 	0.69549847	4.10E-06
 TNFAIP8L2 	0.68485549	4.16E-06
 DDX31 	0.84468424	4.24E-06
 PELI1 	0.80256451	4.25E-06
 TTYH3 	0.65485176	4.25E-06
 ATP1B3 	0.93941182	4.28E-06
 HPRT1 	1.00394562	4.30E-06
 CA9 	-1.41603556	4.31E-06
 TMEM176B 	0.80323229	4.34E-06
 PPIL1 	0.66380451	4.35E-06
 TMEM216 	0.72535791	4.36E-06
 AZIN1 	0.89573969	4.38E-06
 MOSPD2 	0.95951736	4.38E-06
 SLC15A4 	0.79017916	4.39E-06
 NARS2 	0.86555311	4.39E-06
 APOL4 	0.83539767	4.44E-06
 TRIM28 	0.70968564	4.46E-06
 FAM40B 	0.82191569	4.47E-06
 TUBGCP4 	0.80112951	4.51E-06
 RDH12 	-1.07733451	4.61E-06
 SNRNP200 	0.76537887	4.65E-06
 PCNA 	0.90539118	4.67E-06
 UBA3 	0.94434371	4.67E-06
 BLOC1S2 	0.89961087	4.67E-06
 MRPL3 	0.79763262	4.68E-06
 MTBP 	0.78688179	4.72E-06
 ANKRD10 	0.82868747	4.76E-06
 PDCD2L 	0.701848	4.77E-06
 GPR107 	0.73114773	4.78E-06
 GPR19 	1.0452543	4.79E-06
 PPIC 	0.9033034	4.79E-06
 CYBB 	1.02528413	4.79E-06
 FNTB 	0.70378767	4.92E-06
 PSMD7 	0.76518558	4.93E-06
 GPATCH4 	0.65885124	4.93E-06
 PRDX1 	0.77450047	4.93E-06
 CDK5 	0.72356784	5.01E-06
 XRCC5 	0.862939	5.04E-06
 MND1 	0.75580784	5.04E-06
 C7orf44 	0.77161284	5.05E-06
 INTS2 	0.79286947	5.06E-06
 SPAST 	0.76786027	5.07E-06
 MMP2 	1.21036187	5.10E-06
 CSNK1G2 	0.68831227	5.11E-06
 NSF 	0.757553	5.11E-06
 PIGT 	0.78970524	5.13E-06
 OTUD6B 	0.88381158	5.18E-06
 LYPLA1 	1.26575008	5.18E-06
 ZNF26 	0.86386013	5.20E-06
 TAF2 	0.85160642	5.21E-06
 ENOX2 	0.77576658	5.28E-06
 TWISTNB 	0.67409671	5.28E-06
 BRI3BP 	0.81174184	5.29E-06
 COX11 	0.82851864	5.29E-06
 YTHDF1 	0.73599153	5.33E-06
 AKR7A3 	-1.23698847	5.34E-06
 CACNB3 	0.73285298	5.37E-06
 FXYD5 	0.69999258	5.37E-06
 NDE1 	0.77032138	5.50E-06
 IGSF6 	0.85805642	5.52E-06
 UEVLD 	0.7455124	5.52E-06
 CFL1 	0.88567953	5.52E-06
 CD93 	0.94938673	5.55E-06
 AADAC 	-1.79126984	5.58E-06
 LRPPRC 	0.94552424	5.58E-06
 PLEK2 	1.17663869	5.60E-06
 CNTD1 	-1.01020878	5.60E-06
 CKLF 	0.93988138	5.62E-06
 PTK2 	0.73842342	5.62E-06
 MTDH 	0.72285607	5.71E-06
 PPP1CA 	0.92728884	5.79E-06
 SPTLC1 	0.74746629	5.80E-06
 TIMM23 	0.95667829	5.87E-06
 YEATS4 	0.96136196	5.91E-06
 ENC1 	0.85298262	5.92E-06
 SUZ12 	1.00177516	5.92E-06
 TAF15 	0.6423216	5.92E-06
 XPO6 	0.7800598	5.92E-06
 PLAUR 	0.98245358	5.95E-06
 IPO7 	0.88133196	5.97E-06
 HOXB6 	0.83370876	5.97E-06
 TMEM68 	0.83615042	5.98E-06
 RALGAPB 	0.75671096	6.04E-06
 ASAP1 	0.80144313	6.07E-06
 NUP35 	0.75710531	6.07E-06
 HSD17B10 	0.81336556	6.08E-06
 KPNB1 	0.76349238	6.09E-06
 TACC3 	0.70281382	6.14E-06
 UACA 	0.955826	6.17E-06
 RNF19B 	0.77459631	6.17E-06
 CLIC6 	-1.28928451	6.18E-06
 PDPN 	0.8614628	6.19E-06
 GLG1 	0.73970876	6.21E-06
 H2AFZ 	0.95864382	6.27E-06
 SLC25A39 	0.62604616	6.30E-06
 HDAC1 	0.89451536	6.34E-06
 NOC3L 	0.96390589	6.35E-06
 PTPRG 	0.75316418	6.37E-06
 SMG1 	0.80115427	6.39E-06
 RBM14 	0.76277749	6.43E-06
 C22orf9 	0.68215313	6.46E-06
 NOL11 	0.83348033	6.47E-06
 ZNF146 	0.94386204	6.49E-06
 SERPINB8 	1.00305564	6.49E-06
 IDE 	0.78217836	6.51E-06
 PNPO 	0.7981452	6.54E-06
 PI3 	1.73277822	6.56E-06
 LRRC6 	1.06508611	6.56E-06
 ZNF131 	0.83870511	6.58E-06
 UBAP2L 	0.67988089	6.58E-06
 POLR3C 	0.74506502	6.58E-06
 MMS19 	0.66159302	6.58E-06
 LSG1 	0.79711716	6.58E-06
 CD55 	1.00368224	6.60E-06
 RPS6KA3 	1.01897764	6.62E-06
 NOL8 	0.78732993	6.69E-06
 ZNF101 	0.72592011	6.78E-06
 PIK3AP1 	0.74689264	6.78E-06
 G2E3 	0.89155024	6.79E-06
 RANGAP1 	0.75195927	6.79E-06
 CTSL2 	1.05908662	6.84E-06
 DNER 	-1.02805027	6.86E-06
 SIAE 	0.85953109	6.89E-06
 TPP1 	0.80661789	6.89E-06
 C19orf2 	0.95452769	6.89E-06
 ZDHHC5 	0.70398949	6.90E-06
 HIST1H3C 	1.58249529	6.93E-06
 CHD4 	0.73027204	6.94E-06
 LTV1 	0.85543	6.97E-06
 TMEM117 	0.91872487	6.98E-06
 DCLRE1B 	0.80961458	7.05E-06
 GDAP1 	0.79081316	7.10E-06
 PPP6R3 	0.72016924	7.10E-06
 METTL2A 	0.75785567	7.10E-06
 IDO1 	1.14419647	7.12E-06
 TTF2 	0.71880447	7.12E-06
 VPS33A 	0.71372509	7.12E-06
 PPP2R1A 	0.75507018	7.12E-06
 LRP8 	0.73855251	7.15E-06
 PMAIP1 	0.89525071	7.17E-06
 SFPQ 	0.77971473	7.17E-06
 HIST1H1E 	0.95053187	7.25E-06
 CASP2 	0.74917378	7.31E-06
 HLA-DMB 	0.96612751	7.35E-06
 ASCC1 	0.73678809	7.40E-06
 CTSK 	1.25495642	7.51E-06
 MED13 	0.70830027	7.56E-06
 THUMPD2 	0.84227829	7.58E-06
 PHF20L1 	0.73288444	7.60E-06
 ATP1A1 	0.95075489	7.77E-06
 TCTN3 	0.75834671	7.87E-06
 MFHAS1 	0.71861638	7.95E-06
 TXNDC12 	0.78876987	7.95E-06
 RFC2 	0.73689358	7.99E-06
 FAM92A1 	0.94139216	8.08E-06
 SMG5 	0.64454098	8.08E-06
 DDX18 	0.97034282	8.15E-06
 NUTF2 	0.61770953	8.16E-06
 C1orf59 	0.854355	8.16E-06
 IGFBP3 	0.72522542	8.16E-06
 TKT 	0.81756913	8.22E-06
 PAK2 	0.83353991	8.33E-06
 TPR 	0.79068753	8.36E-06
 ADAM10 	0.79044236	8.46E-06
 TMEM165 	0.89531253	8.50E-06
 ACTL6A 	0.73449271	8.54E-06
 STK4 	0.80420573	8.54E-06
 NOX1 	1.53685631	8.60E-06
 MID1 	0.8734662	8.61E-06
 RAD54L 	0.753384	8.62E-06
 PTAFR 	0.77708411	8.69E-06
 LIFR 	-1.48791836	8.71E-06
 GNL2 	0.86103011	8.78E-06
 HAPLN3 	0.69529316	8.80E-06
 CYP2C8 	-1.18654431	8.83E-06
 ZC3H8 	0.71622324	8.86E-06
 SNX10 	0.83389253	8.89E-06
 CDC5L 	0.74301871	8.93E-06
 SLC28A3 	0.98183982	8.93E-06
 C6orf115 	1.14945918	9.00E-06
 TAF5 	0.72802884	9.01E-06
 SET 	0.778431	9.04E-06
 NMI 	0.93730553	9.09E-06
 KLK11 	-1.16245871	9.09E-06
 TOP1 	0.80464678	9.09E-06
 PCMTD2 	0.80174511	9.11E-06
 C13orf27 	0.84075362	9.14E-06
 C20orf46 	0.75855178	9.16E-06
 NRAS 	0.79334267	9.16E-06
 MTHFD1 	0.78165447	9.18E-06
 TDG 	0.87091616	9.19E-06
 C3orf67 	0.6049468	9.19E-06
 SLC26A2 	0.8643938	9.24E-06
 BMS1 	0.74593418	9.29E-06
 CPVL 	0.92613729	9.29E-06
 ADAM17 	0.8687758	9.31E-06
 TCFL5 	0.74661696	9.34E-06
 TAOK1 	0.67801384	9.42E-06
 TAF6 	0.5653344	9.44E-06
 EXOC6 	0.82527091	9.50E-06
 ELTD1 	1.14466278	9.52E-06
 MAP2K6 	0.77189516	9.60E-06
 EIF2AK1 	0.87148416	9.63E-06
 DLEU1 	0.84282627	9.64E-06
 MRPS28 	0.900523	9.70E-06
 BST2 	0.83481744	9.70E-06
 PGM3 	0.80182062	9.70E-06
 C16orf70 	0.67117484	9.72E-06
 HSPA4 	0.83013676	9.72E-06
 ZNRD1 	0.78306833	9.73E-06
 KIAA1841 	0.78537989	9.74E-06
 PSMA1 	0.79140947	9.74E-06
 VSIG2 	-1.4264044	9.92E-06
 EIF4G2 	0.72593407	9.97E-06
 GUCY2E 	0.84921611	9.97E-06
 TFCP2 	0.77851133	1.00E-05
 PDIA6 	0.91093582	1.02E-05
 KDELR1 	0.8654296	1.03E-05
 NSDHL 	0.85908931	1.03E-05
 GPR180 	0.77942469	1.04E-05
 RRP9 	0.62015776	1.04E-05
 TOR1A 	0.63142531	1.04E-05
 RRS1 	0.73800147	1.04E-05
 SLC3A2 	0.80141707	1.04E-05
 SKA2 	0.91857887	1.04E-05
 STK38 	0.77547476	1.05E-05
 SLC5A3 	1.04043956	1.06E-05
 TMEM67 	0.84330038	1.06E-05
 C5orf34 	0.64735293	1.06E-05
 PPRC1 	0.7287572	1.07E-05
 TMEM173 	0.64103153	1.07E-05
 ECD 	0.71179647	1.08E-05
 NAT9 	0.66635658	1.08E-05
 ATR 	0.79987476	1.08E-05
 DCUN1D5 	0.72839453	1.08E-05
 TUG1 	0.85749467	1.09E-05
 NID2 	0.85478731	1.09E-05
